question_id,questions,class,direct_indirect,factual_opinion,is_original
4242389,"Which institute is better for B.Tech CSE amongst LNCT-Bhopal, Amity-Gwalior, VIT-Bhopal and ITM-Gwalior?","College comparison",indirect,opinion,0
4338245,"What is cut-off of College of Engineering, Pune for B.Tech in information technology for MHTCET or JEE Mains?","College comparison",indirect,opinion,0
2997100,"Is Electrical Engineering better or Information Technology Engineering for B.Tech in DTU ?","College comparison",indirect,opinion,0
3263880,"Which branch is better for B.Tech, Electronics and Communication (ECE) or Information Technology(IT)?","College comparison",indirect,opinion,0
4255734,"Which is a better college for pursuing B.Tech CSE among CGC Landran and Guru Teg Bahadur Institute of Technology(IPU)?","College comparison",indirect,opinion,0
4277099,"Which is a better institute to pursue CSE, Poornima University or Global Institute of Technology?","College comparison",indirect,opinion,0
1754482,"Can any one tell me which college is better Ansal Institute Of Technology Or Bhartiya Vidyapeeth For BBA?","College comparison",indirect,opinion,0
3687234,"Which college among NIET, Noida and G L Bajaj Institute of Technology &amp; Management, Noida is better for mechanical?","College comparison",indirect,opinion,0
3575211,"Which one is better for CSE among University Institute of Technology in Burdwan and Assansol Engineering College in West Bengal?","College comparison",indirect,opinion,0
4071310,"Which college is better for pursuing computer science engineering: Heritage Institute of Technology, Kolkata or IEM, Kolkata?","College comparison",indirect,opinion,0
4199531,"Which college is better for interior designing (after B.Com)- Pearl Academy or Vogue Institute of Fashion Technology?","College comparison",indirect,opinion,0
4196386,"Which college is better for EEE among Amity University, Noida and Bangalore Institute of Technology? I am from Jaipur.","College comparison",indirect,opinion,0
4211472,"Which college is better for electrical engineering- Techno India Salt Lake (Sector 5) or Haldia Institute of Technology?","College comparison",indirect,opinion,0
4215579,"Which college is better for EEE lateral entry among MGIT and Gokaraju Rangaraju Institute of Engineering and Technology?","College comparison",indirect,opinion,0
4239169,"Which college is better for electronics and telecommunication among Ramrao Adik Institute of Technology, Nerul and VIIT, Kondhwa?","College comparison",indirect,opinion,0
3729161,"Which college is better for BBA among J K Business School, BIMT, World College and Global Institute of Management and Technology?","College comparison",indirect,opinion,0
3987213,"Which is a better institute to pursue B.Tech, Amity School of Engineering or Amity School of Engineering and Technology?","College comparison",indirect,opinion,0
2515287,"which is better college: t.john engineering college,Brindavan college of engineering,BTL institute of technology and management for BE,CS","College comparison",indirect,opinion,0
3245574,"What is average package in top comedk college? Is it better than VIT?","College comparison",indirect,opinion,0
4249587,"Which college is better among Adichunchanagiri Institute of Technology and PES Institute of Technology in terms of placements?","College comparison",indirect,opinion,0
2858234,"Which institute is better to pursue B.Tech CSE: VIT, Manipal or SRM?","College comparison",indirect,opinion,0
2112062,"University school of information technology (IPU) or Indraprastha Institute of information Technology ?computer science engg!!HELP","College comparison",indirect,opinion,0
3749939,"Is Islamiah Institute Of Technology good for B.Tech?","College comparison",indirect,opinion,0
4178481,"Which is the best college for biotechnology among VLS, VELTECH and Bharat or is there any other college better than VIT and SRM?","College comparison",indirect,opinion,0
1734324,"which college is better : oriental institute of science and technology OR Lakshmi naraian college of technology ?","College comparison",indirect,opinion,0
4242142,"Which college is better for B.Sc biotechnology among Mangalmay Institute of Engineering and Technology and Dr. B. Lal Institute, Jaipur?","College comparison",indirect,opinion,0
2944328,"Which college is better for pursuing M.Tech CS or IT among VIT Vellore and Manipal University in terms of placements?","College comparison",indirect,opinion,0
4091863,"Which is a better college to pursue CSE, KIIT or MS Ramaiah Institute of Technology?","College comparison",indirect,opinion,0
4114109,"Which is a better college to pursue CSE, Silicon Institute of Technology-Bhubaneshwar or ITER-Bhubaneshwar?","College comparison",indirect,opinion,0
3699360,"Which college is better, Guru Nanak Institute of Technology, Bengal College of Engineering &amp; Technology or Aryabhatta Institute?","College comparison",indirect,opinion,0
3750283,"Which is a better college for B.Tech in CSE between CBS college of engineering and Management &amp; Bhagwant institute of technology-Ghaziabad?","College comparison",indirect,opinion,0
1166279,"Which is better - JD institute of fashion technology and International institute of fashion technology[IIFT] ?","College comparison",indirect,opinion,0
3769424,"Which college among DITM and Galgotia's College of Engineering and Technology is better for B.Tech in CSE?","College comparison",indirect,opinion,0
4160026,"Which college is better among BFIT Institute of Technology and Dev Bhoomi Institute of Management?","College comparison",indirect,opinion,0
1753540,"what about Jaypee Institute of Information Technology sector 128 noida ( for doing b.tech)","College comparison",indirect,opinion,0
4144620,"Can I get admission in International Institute of Information Technology, Hyderabad for B.Tech in ECE?","College comparison",indirect,opinion,0
3513237,"Which one is better for B.Tech- VIT or UPES?","College comparison",indirect,opinion,0
3709533,"Which one is better for B.Tech, SRM or VIT?","College comparison",indirect,opinion,0
4061442,"Is it a good choice to pursue B.Tech from Jaypee Institute of Information Technology?","College comparison",indirect,opinion,0
3220541,"Which colleges is better to pursue B.Tech computer science: VIT Vellore, Manipal institute of techonology, B.S Abdul Rehman University?","College comparison",indirect,opinion,0
3538379,"Pl adv which is better out of NITs, VIT or BITS Pilani for B.Tech Computer Science","College comparison",indirect,opinion,0
1399094,"hi is reva inst of tech bangalore a good college for mca .can i know any better colleges than reva","College comparison",indirect,opinion,0
4342303,"What is the admission procedure and fee structure of International Institute of Information Technology (IIIT-H) for Ph.D in EC?","College comparison",indirect,opinion,0
4150844,"Which option is better for pursuing B.Tech in CSE: VIT Vellore or other top COMEDK colleges?","College comparison",indirect,opinion,0
1215704,"Which is better for a B.COM graduate with H&amp;N among- Bachelor of Information Technology, IGNOU and Cisco Certification?","College comparison",indirect,opinion,0
3790307,"Is Abhinav Institute of Technology and Management College Thane, Mumbai good for engineering?","College comparison",indirect,opinion,0
2580841,"Which one is better for MCA, Jamia Hamdard or Indira Gandhi Institute of technology of IP University?","College comparison",indirect,opinion,0
4100597,"Why School of Legal Studies, CMR University is a better college for BBA LLB than BMS College of Law?","College comparison",indirect,opinion,0
4062500,"How is Symbiosis Institute of Technology for pursuing B.Tech?","College comparison",indirect,opinion,0
3615581,"Is Sambhram Institute of Technology, Bangalore good for B.Tech?","College comparison",indirect,opinion,0
3700393,"Is Acharya Institute of Technology good for B.Tech?","College comparison",indirect,opinion,0
3750132,"How is Bhagwant Institute of Technology, Ghaziabad for B.Tech?","College comparison",indirect,opinion,0
4256305,"How is Narula Institute of Technology for B.Tech?","College comparison",indirect,opinion,0
4174285,"Am I eligible to get admission in International Institute of Information Technology, Hyderabad for B.Tech in CSE?","College comparison",indirect,opinion,0
4302813,"Can I get internship facility or industry visit from RCC Institute of Information Technology (RCCIIT) for B.Tech CSE?","College comparison",indirect,opinion,0
3694064,"Which is better in terms of academics ,faculty and placements-LNMIIT or VIT Vellore considering ECE and EEE branch?","College comparison",indirect,opinion,0
3192539,"Is VIT is better for MCA.?","College comparison",indirect,opinion,0
3663841,"Which college is better than RV college for pursuing B.Tech in CSE?","College comparison",indirect,opinion,0
3699154,"Is NIT-Patna better than the private colleges like PICT, VJTI, MIT, SRM, VIT and LPU?","College comparison",indirect,opinion,0
4223448,"How is Roorkee Institute of Technology for pursuing CSE?","College comparison",indirect,opinion,0
4250327,"How is Vemana Institute of Technology for CSE?","College comparison",indirect,opinion,0
4258924,"Is Lucknow Institute of Technology good for CSE?","College comparison",indirect,opinion,0
4261714,"How is Seemant Institute of Technology, Uttrakhand for CSE?","College comparison",indirect,opinion,0
3689243,"Which college is better among Rajasthan Institute of Engineering and Technology, Jaipur and Indore Institute of Science and Technology?","College comparison",indirect,opinion,0
0,"Which one should I choose between Heritage and CUSAT?","College comparison",indirect,opinion,1
3764449,"Which one should I choose between Heritage and CUSAT?","College comparison",indirect,opinion,0
4266541,"Which one should I choose between LPU and IPU, Delhi?","College comparison",indirect,opinion,0
3534378,"Which one should I choose between Manav Rachna and LPU?","College comparison",indirect,opinion,0
3592954,"Which one should I choose between D.Pharm and interior designing?","College comparison",indirect,opinion,0
4442891,"Which one should I choose between B.Sc and BA LLB?","College comparison",indirect,opinion,0
3521744,"Which stream has better career options between non  medical and commerce? Which one should I choose?","College comparison",indirect,opinion,0
3582715,"What is the difference between actuarial studies and engineering? Which one should I choose?","College comparison",indirect,opinion,0
4059895,"Which one should I choose between KSOM and XIME Kochi in terms of placements?","College comparison",indirect,opinion,0
3649698,"Which one should I choose between SRM Modinagar, Bharatiya Vidyapeeth Pune and Symbiosis University Pune?","College comparison",indirect,opinion,0
2154384,"i am confused to choose my career  between IT and architecture what should i choose. which one is better ?","College comparison",indirect,opinion,0
3772512,"Which college should I choose to pursue CSE among BIT Patna and Heritage Institute of Technology?","College comparison",indirect,opinion,0
3561617,"I'm doing CS foundation currently and I'm confused between BBA and BMS. Which one should I choose?","College comparison",indirect,opinion,0
2593134,"Offered a choice between eco in ramjas and eco in ip college, which one should i choose?","College comparison",indirect,opinion,0
4008729,"Which college should I choose between Alliance and Indira, Pune?","College comparison",indirect,opinion,0
1190336,"Which college should I choose between LSC and LSBF?","College comparison",indirect,opinion,0
3547230,"Which course should I choose between BBA and B.Com?","College comparison",indirect,opinion,0
3757093,"Which branch should I choose between mechanical and aeronautical engineering?","College comparison",indirect,opinion,0
3661808,"Which college should I choose between LNMIIT and GGSIPU?","College comparison",indirect,opinion,0
3727286,"Which course should I choose between CWA and ACCA?","College comparison",indirect,opinion,0
3727362,"Which MBA should I choose between part time and executive?","College comparison",indirect,opinion,0
4095306,"Which course should I choose between PGDM and MBA?","College comparison",indirect,opinion,0
3365730,"Which exam should I choose between NMAT and SNAP?","College comparison",indirect,opinion,0
3625434,"Which course should I choose between CA and engineering?","College comparison",indirect,opinion,0
3644398,"Which branch should I choose between mechanical engineering and CSE?","College comparison",indirect,opinion,0
3810000,"Which college should I choose between SIMS and SIOM?","College comparison",indirect,opinion,0
4295367,"Which branch should I choose between aeronautical and marine engineering?","College comparison",indirect,opinion,0
3775573,"Which one should I choose among NSB and GIBS college?","College comparison",indirect,opinion,0
3775574,"Which one should I choose among NSB and GIBS college?","College comparison",indirect,opinion,0
3619174,"Which one should I choose among CA and ACCA?","College comparison",indirect,opinion,0
4368415,"Which one should I prefer for a hotel management course: PINHMCT or Heritage Institute of Hotel &amp; Tourism and why?","College comparison",indirect,opinion,0
4345276,"Which one should I prefer for an LL.B: Heritage Law College or Lovely Professional University and why?","College comparison",indirect,opinion,0
4361679,"I want to get admission in DU but I am confused between BA and B.Sc in biotechnology. I am a job seeker, which one should I choose?","College comparison",indirect,opinion,0
3169163,"i am thinking to get admission in ims but little bit confused between ims and iilm? which one should i choose among the two?","College comparison",indirect,opinion,0
1273210,"i am confused in between mba(IT) and mca(mgt).. which one should i choose..?? what are the kind of jobs offered after these deegre..","College comparison",indirect,opinion,0
2047609,"I HAVE TO CHOOSE BETWEEN NIRMA INSTITUTE IC AND PDPU MECHANICAL,WHICH ONE TO CHPPSE FROM?","College comparison",indirect,opinion,0
2047618,"I HAVE TO CHOOSE BETWEEN NIRMA INSTITUTE IC AND PDPU MECHANICAL,WHICH ONE TO CHoSE FROM?","College comparison",indirect,opinion,0
3498830,"If I have to choose between NITW and VIT University, which one would you recommend?","College comparison",indirect,opinion,0
4082115,"Which one to choose between SRM and Manipal for biotechnology?","College comparison",indirect,opinion,0
4345255,"Which one should I prefer for an LLB: Dr.Ram Manohar Lohiya National Law University or Heritage Law College and why?","College comparison",indirect,opinion,0
3717507,"Which college should I choose and why between VIT-Chennai and LNMIIT for CSE?","College comparison",indirect,opinion,0
4316216,"Which course should one prefer between CA, ICWA and CS?","College comparison",indirect,opinion,0
4026470,"Which college should I go for if I have to choose between HPU and PU?","College comparison",indirect,opinion,0
3776707,"Which college should I choose between IIST-Indore and LNCT-Indore for BE in CSE?","College comparison",indirect,opinion,0
4368270,"Which one should I prefer for a T&amp;T course: Institute Of Logistics and Aviation Management or Heritage Institute Of Hotel &amp; Tourism and why?","College comparison",indirect,opinion,0
3541546,"Which college should I choose between IBS - Bangalore and IBS  Pune?","College comparison",indirect,opinion,0
3540602,"Which college should I choose between IBS - Bangalore and IBS  Gurgaon?","College comparison",indirect,opinion,0
3558374,"Which college should I choose for finance between ITM-Dombivali, IFIM and SIES?","College comparison",indirect,opinion,0
3546582,"Which course should I choose between Diploma and BBA to pursue a course in event management?","College comparison",indirect,opinion,0
3520156,"Which subject group should I choose in class 11th between PCB and PCM?","College comparison",indirect,opinion,0
4150857,"Which subject should I choose between Economics and International Business for PhD?","College comparison",indirect,opinion,0
3711606,"Which coaching should I choose between IES Master and EII coaching?","College comparison",indirect,opinion,0
3569354,"Which college should I choose between IMI Kolkata and Welingkar Mumbai?","College comparison",indirect,opinion,0
3653804,"I have to choose a college between amity noida and galgotias college . Which should I choose? Please help","College comparison",indirect,opinion,0
3509898,"I am confused between electrical, mechanical and computer engineering. Which branch should I choose between the three?","College comparison",indirect,opinion,0
3541816,"Which specialisation should I choose between HR and telecom management for MBA?","College comparison",indirect,opinion,0
3509922,"Which stream should I choose after completing class 10th between science and commerce?","College comparison",indirect,opinion,0
3594545,"Which colleges should I choose between FORE, KJ Somaiya (financial services) and GIM?","College comparison",indirect,opinion,0
3680211,"Which college should I choose between VIT university and RV college?","College comparison",indirect,opinion,0
4165508,"Which stream should I choose between CSE and ECE from UPSEE colleges?","College comparison",indirect,opinion,0
3712518,"Which college should I choose between MIT-Pune and NIRMA-Ahmedabad for computer engineering?","College comparison",indirect,opinion,0
3778887,"Which course should I choose after 12th between law and management?","College comparison",indirect,opinion,0
3439031,"Which branch should I choose for my brighter career between ECE, CSE and Electrical Engineering?","College comparison",indirect,opinion,0
3614405,"Which company should I choose between TCS and Trianz for a better future?","College comparison",indirect,opinion,0
3592903,"Which hostel room should I choose between single occupancy and double?","College comparison",indirect,opinion,0
3987892,"Which field should I choose between doctor and engineering after completing 12th from science stream?","College comparison",indirect,opinion,0
3745687,"Which college should I choose between BIT-Mesra and oxford university for my physics honors?","College comparison",indirect,opinion,0
3746391,"Which college should I choose between VIT-Vellore and BIT-Noida for BCA?","College comparison",indirect,opinion,0
3736919,"Which college should I choose for CSE between JSS, AKGEC and KIET?","College comparison",indirect,opinion,0
3749960,"Which subject should I choose between statistics honors and geology honors?","College comparison",indirect,opinion,0
4194633,"Which college should I choose between KIIT and Netaji Subhash Engineering College for B.Tech?","College comparison",indirect,opinion,0
4231696,"Which subject should I choose between economics and computers to pursue MBA later?","College comparison",indirect,opinion,0
4244730,"Which college should I choose for MBA between MERI, Janakpuri and NDIM, New Delhi?","College comparison",indirect,opinion,0
4227873,"Which college should I choose between BFIT and Uttaranchal University to pursue B.Sc Science?","College comparison",indirect,opinion,0
2126176,"I have to choose between Amity noida MBA-IB   &amp; BIMM Pune(IT &amp; Marketing) which one should i choose my main criteria is placements","College comparison",indirect,opinion,0
2154377,"i am confused to choose the career between architecture and IT. Help me to choose one of them which one would be good for my future.","College comparison",indirect,opinion,0
4046779,"How and which one should I choose among MBA in finance and MBA in marketing?","College comparison",indirect,opinion,0
3782613,"Which university should I choose among APG and Shoolini for MBA? Which one is better?","College comparison",indirect,opinion,0
4205727,"Which one is autonomous among PICT and MIT and which one of them should I choose for IT or CS?","College comparison",indirect,opinion,0
4122059,"Which coaching material is better between Aakash and Allen? Which one should I follow?","College comparison",indirect,opinion,0
4293387,"What is the difference between Biomedical and Biotechnology? Which one should I go for and why?","College comparison",indirect,opinion,0
3571456,"I have completed B.Com? What should I choose between M.Com and MBA? Which is better?","College comparison",indirect,opinion,0
3734920,"Which college should I choose for B.Tech (biotechnology) in Kolkata amongst Techno India University, Heritage Institute of Technology?","College comparison",indirect,opinion,0
3603672,"I got selected in TimesPro and JIMS for MBA in finance. Which one should I choose?","College comparison",indirect,opinion,0
3604507,"I got selected in TimesPro and JIMS for MBA in finance. Which one should I choose?","College comparison",indirect,opinion,0
3846632,"What should I choose between IAS and MBA from IIM?","College comparison",indirect,opinion,0
4155397,"What should I choose between BCS and BE in IT?","College comparison",indirect,opinion,0
3701094,"Which college should I choose between the following:","College comparison",indirect,opinion,0
3718577,"Which college should I choose between DY Patil &amp; Pratibha?","College comparison",indirect,opinion,0
3828632,"What should I choose between MBA and M.Sc Economics? If MBA, Which specialisation should I go for?","College comparison",indirect,opinion,0
3929696,"Which one should I choose among SIMSREE and JBIMS if I manage to crack both?","College comparison",indirect,opinion,0
2331453,"what should i choose between bba and diploma in aviation","College comparison",indirect,opinion,0
4009324,"What should I choose between IBA and Kirloskar?","College comparison",indirect,opinion,0
3741560,"What should I choose between MBA in HR and marketing?","College comparison",indirect,opinion,0
3749943,"What should I choose between Pearl and IIAD?","College comparison",indirect,opinion,0
4379017,"If I get an option between SIBM, Bangalore, and XISS which one should I prefer?","College comparison",indirect,opinion,0
3733189,"Am I eligible for EC and chemical engineering at an NIT. Which one should I choose?","College comparison",indirect,opinion,0
3483864,"Hey! I have to choose between MICA and SIBM.Which one would you suggest?","College comparison",indirect,opinion,0
3581454,"IIPS (DAVV) is providing MCA and M.Tech (IT). Which one should I choose after CET?","College comparison",indirect,opinion,0
4084938,"Which one should I choose among CSE in JIIT and IT in SRM main campus?","College comparison",indirect,opinion,0
1070273,"what should i choose between power electronics and electrical engg.","College comparison",indirect,opinion,0
3740612,"What should I choose between CAT and MAT?","College comparison",indirect,opinion,0
3420978,"What course should I choose between Civil and Mechanical Engineering?","College comparison",indirect,opinion,0
3586586,"What should I choose between aerospace and mechanical engineering?","College comparison",indirect,opinion,0
3554013,"What should I choose between CS and fashion design?","College comparison",indirect,opinion,0
3977334,"What should I choose between BJMC and BA English?","College comparison",indirect,opinion,0
3738325,"What should I choose between BITS-Pilani and NIT-Trichy?","College comparison",indirect,opinion,0
4268732,"What should I choose between PSIT-Kanpur and MIT-Pune?","College comparison",indirect,opinion,0
4076053,"Which one should I choose in the ICAR exam among AIEEA-PG and AIEEA -UG?","College comparison",indirect,opinion,0
3982041,"Which one should I choose among newer IIMs and non-IIMs?","College comparison",indirect,opinion,0
4231047,"Which one should I choose among mechanical in Silicon and CSE in College of Engineering, Roorkee?","College comparison",indirect,opinion,0
4076470,"What is the difference between B.Com, B.Com (Honors), B.Com (Professional)? Which one should I choose for a better career opportunity?","College comparison",indirect,opinion,0
3929416,"Which one should I choose among B.Sc biotech and B.Sc chemistry? Which one is having more scope?","College comparison",indirect,opinion,0
1765427,"which one should i select between  IIMT,noida  and LPU IN ENGINEERING","College comparison",indirect,opinion,0
3766287,"Which one should I choose among IILM of UPTU and CGC, Mohali?","College comparison",indirect,opinion,0
2557662,"B/W IMS ENGN. COLLEGE AND ABES engn. college. which one should i choose","College comparison",indirect,opinion,0
3747803,"Which one should I choose among Chandigarh University and Tulas Institute, Uttarakhand?","College comparison",indirect,opinion,0
3946033,"Which B.Tech stream should I choose between CS and IT? I am interested in cyber security and ethical hacking.","College comparison",indirect,opinion,0
4293323,"Which one should I prefer between these two: NITs or IIITs? and Why?","College comparison",indirect,opinion,0
3598375,"Which college should I choose between SSN-Chennai and LPU-Punjab? I am interested in electronics and communication engineering.","College comparison",indirect,opinion,0
4089690,"Which one should I choose among CSE and ECE for better career prospects?","College comparison",indirect,opinion,0
4089699,"Which one should I opt choose among SRM- Chennai and SRM-Modinagar for B.Tech CSE?","College comparison",indirect,opinion,0
4074795,"Which one should I choose among VIT-Bhopal and SRM-Chennai?","College comparison",indirect,opinion,0
3777203,"Which one among SRM, Chennai and UPES, Dehradun should I choose for B.Tech CSE?","College comparison",indirect,opinion,0
4106931,"Which one should I choose among UPES, Dehradun and Jaypee, Noida?","College comparison",indirect,opinion,0
2553742,"Which one should I choose for Fashion Design(UG)-Pearl Academy,Jaipur and MIT,Pune?","College comparison",indirect,opinion,0
3566054,"Which one should I choose among NIT, VIT and BITS? Kindly suggest.","College comparison",indirect,opinion,0
3633927,"Which one among MCC and Loyola should I choose for B.Com?","College comparison",indirect,opinion,0
3635513,"Which one among SRM and BIT Durg should I choose for mechanical engineering?","College comparison",indirect,opinion,0
4219157,"Which one should I choose among Galgotias University and Amity University?","College comparison",indirect,opinion,0
4249819,"Which one should I choose among NIT, Srinagar for mechanical engineering and LPU for CSE?","College comparison",indirect,opinion,0
4235666,"Which one should I choose among LPU and Parul for CSE?","College comparison",indirect,opinion,0
2373066,"which institute should i choose between aditya institte of management and research and st francis institute of management","College comparison",indirect,opinion,0
3634202,"Which campus of ibs should i choose between IBS gurgaon and IBS bangalore and why? please answer asap.","College comparison",indirect,opinion,0
3749967,"Which branch should I choose among IT, CSE and mechanical? What is the difference between CSE and IT?","College comparison",indirect,opinion,0
3525147,"Which college should I choose between Bharati Vidyapeeth's Institute of Management and Entrepreneurship, Pune and IMT, Hyderabad?","College comparison",indirect,opinion,0
4229610,"Which stream should I choose between electronics and electronics &amp; telecommunications? Which has better scope in near future?","College comparison",indirect,opinion,0
1653281,"Which institute should I choose between GITAM University, Vizag and University of Petrolium and Energy Studies, Dehradun","College comparison",indirect,opinion,0
2086708,"diffrence between COMPUTER SCIENCE AND COMPUTER ENGINEERING and which one is best to go for rply fast i wnt to choose one of them","College comparison",indirect,opinion,0
3506322,"Which course should I choose between fashion designing and web designing? Which are the top colleges for both the courses?","College comparison",indirect,opinion,0
3536343,"What is the difference between BCA and B.I.T degree course? Which one is better to choose and most demanded nowadays?","College comparison",indirect,opinion,0
4003621,"Which course should I choose between computer science engineering and aeronautical engineering? I am interest in computer.","College comparison",indirect,opinion,0
4054245,"Which stream should I choose between commerce and maths stream? How can I improve my concentration in studies?","College comparison",indirect,opinion,0
4115624,"Which B-school shall I choose amongst IIBS, BIBS, United School of Business and Heritage Business School?","College comparison",indirect,opinion,0
2556501,"Which is better between haldia and heritage.also give their previous placement record","College comparison",indirect,opinion,0
3971041,"Which course should I choose between BCA and B.Tech? I have cleared 12th with PCMB securing 73.6%.","College comparison",indirect,opinion,0
2414203,"what iis the difference between mba in finance and masters in fm?which course should i choose","College comparison",indirect,opinion,0
2164817,"I have to choose between IGEC Sagar and LNCT Indore for Engineering (B.E.). Which one is better? Please answer ASAP.","College comparison",indirect,opinion,0
3398318,"Which one should I choose, IIT KGPB.Archor Thapar CSE?","College comparison",indirect,opinion,0
3817247,"Which college should I choose between Ansal and GD Goenka University for B.Tech in CSE in terms of placements?","College comparison",indirect,opinion,0
3680172,"Which course should I choose between IT, CS and E&amp;TC in terms of job opportunities?","College comparison",indirect,opinion,0
4168189,"Which college should I choose between Indira Institute of Management and United World School of Business, Ahmedabad?","College comparison",indirect,opinion,0
4211307,"What is the difference between UGC and ICAR? Which among the two should I choose to pursue B.Sc agriculture?","College comparison",indirect,opinion,0
3566740,"If I have the option between MNNIT,MNIT and DTU ,then which one to choose for doing BTECH in M.E.","College comparison",indirect,opinion,0
2544006,"I have a choice between Pillai , commerce and SIES commerce. Which one should i opt for?","College comparison",indirect,opinion,0
3509683,"What should I choose in MSc between forensic sciences and biotechnology? Which of them has better scope?","College comparison",indirect,opinion,0
3765805,"Which college should I choose between Pearl Academy and Distant School of Design for interior architecture course?","College comparison",indirect,opinion,0
4218041,"Which course should I choose between MBA in navigation &amp; airport management and BTC after completing B.Sc?","College comparison",indirect,opinion,0
4361841,"Which one should I choose between PGDM or part-time MBA? I am a working professional &amp; have 3.5 years of experience in sales &amp; marketing.","College comparison",indirect,opinion,0
1914479,"Which one should I choose RHCE or TESTING??","College comparison",indirect,opinion,0
4052437,"Which one should I choose MIET or MMMUT?","College comparison",indirect,opinion,0
4184548,"Which one should I choose among MCA or MBA?","College comparison",indirect,opinion,0
3491308,"BITS or VIT, which one should I choose?","College comparison",indirect,opinion,0
3721616,"Which college should I choose between the following colleges for CSE- JSS Noida, AKGEC, ABES and KIET?","College comparison",indirect,opinion,0
4238856,"Which branch should I choose to become a scientist between electronics &amp; communication engineering and computer science engineering?","College comparison",indirect,opinion,0
3724551,"I have given a choice to choose between Electronics and physics in B.Sc computer Science which should I choose?I know about phy but elc.??","College comparison",indirect,opinion,0
4108618,"Which one is better for MBA among Heritage and BIBS in terms of education and placements?","College comparison",indirect,opinion,0
4130854,"Which course and college should I choose?","College comparison",indirect,opinion,0
4266708,"Which field should I choose among aeronautical, aerospace and automobile engineering? Which one is having max. scope in India?","College comparison",indirect,opinion,0
4166184,"Which one should I choose among EEE and CSC? How's their working atmosphere and placements? I am confused.","College comparison",indirect,opinion,0
3541779,"Which college should I choose among UBS Mumbai and NDIM Delhi? Which one is better in terms of placement?","College comparison",indirect,opinion,0
3736217,"What should I choose between BJMC and B.Tech in CSE?","College comparison",indirect,opinion,0
3737610,"What should I choose between B.pharma and medical microbiology? Which is the best option in preference to scope and salary?","College comparison",indirect,opinion,0
1334689,"if i have to choose between sit pune and jaypee guna and i m getting the branch of my choice then which one will u suggest?","College comparison",indirect,opinion,0
1713664,"if need to choose between microbiology and B pharm which one is better what do u suggest .......?","College comparison",indirect,opinion,0
4064376,"What should I choose between B.Arch and B.Tech(civil-engg)?","College comparison",indirect,opinion,0
3420879,"What course should I choose between BCA and B.Tech(CSE)?","College comparison",indirect,opinion,0
3258035,"If I have to choose between VIT, Thapar, Amity and Netaji subhash chandra institute for Electronics and commu. Eng. which one is the best.?","College comparison",indirect,opinion,0
3994481,"Which course should I opt between BBA-LLB and BBA-MBA? Which one has better career opportunities?","College comparison",indirect,opinion,0
4441095,"Which one should I choose if I am having an interest in finance field among Apeejay, Dwarka and NDIM, Tughlakabad?","College comparison",indirect,opinion,0
4057328,"Which subject should I choose between maths and economics in 12th if I want to go for BBA in marketing?","College comparison",indirect,opinion,0
1454994,"hi i have done bsc biotech now i am doing job in IT companyCan any one suggest which course i have to choose between mba and mca?","College comparison",indirect,opinion,0
1454995,"hi i have done bsc biotech now i am doing job in IT companyCan any one suggest which course i have to choose between mba and mca?","College comparison",indirect,opinion,0
4451165,"Which one should I choose among RIIM, PIBM and IBS&amp;M? I like to pursue PGDM in HR.","College comparison",indirect,opinion,0
4150979,"Which one should I choose among U.S CMA and Indian CMA? Which one is comparatively difficult and could ensure a long term job security?","College comparison",indirect,opinion,0
1000012,"I have got into Jamnalal Bajaj and Sydenham for an MBA program. Which one should I choose ?","College comparison",indirect,opinion,0
3784193,"I am getting RAIT for IT branch and Pillai College of Engineering for CSE branch. Which one should I choose?","College comparison",indirect,opinion,0
3278325,"Guys, i have got selected for ITM Kharghar and BIMHRD, Pune for core MBA, which one should I choose?","College comparison",indirect,opinion,0
3981085,"Which one should I choose for MBA among AIMS, Bangalore and Christ University, Bangalore? I got admission in both.","College comparison",indirect,opinion,0
3996233,"I want to pursue M.Sc in microbiology. Which one should I choose among agriculture microbiology and applied microbiology?","College comparison",indirect,opinion,0
2967856,"I got cse at amity gwalior and cse at k l university (ap) which one should i choose","College comparison",indirect,opinion,0
2967857,"I got cse at amity gwalior and cse at k l university (ap) which one should i choose","College comparison",indirect,opinion,0
3589939,"I have just completed my first year of BMS. Which one should I choose among HR and marketing?","College comparison",indirect,opinion,0
2101487,"which subject should i choose between physical education and computer with mathematics in 11th ......... if iwant to be an engineer","College comparison",indirect,opinion,0
2101493,"which subject should i choose between physical education and computer with mathematics in 11th ......... if iwant to be an engineer","College comparison",indirect,opinion,0
4225625,"How can I choose one between MBA in strategy and MBA in finance?","College comparison",indirect,opinion,0
1993990,"if i hav to choose between sit pune and jaypee waknaghat and i wish to take ECE branch then which college should i opt for and why??","College comparison",indirect,opinion,0
3441231,"Which one is good among gurgaon and pune campus??? What should a freshr expect placemnt between??","College comparison",indirect,opinion,0
3674629,"What is the difference between UGC, deemed university and AICTE? Which one should be preferred?","College comparison",indirect,opinion,0
3773630,"Which one should I choose among lala lajpatrai, Thakur and Rizvi? Is it worth to pursue MBA from Thakur?","College comparison",indirect,opinion,0
3770371,"Which one should I choose: electrical and computer in MBM, Jodhpur or CS in Maharaja Agrasen, Delhi?","College comparison",indirect,opinion,0
2132530,"i got ece in shiv nadar university and Msc:biologicl sciences in bits hyderabad which one should i choose pls help me??? i choose","College comparison",indirect,opinion,0
